0,2,4
4141,6,21
4142,20,12
4143,17,12
4144,12,16
4145,15,9
4146,20,4
4147,16,12
4148,3,15
4149,19,16
4150,16,6
4151,13,6
4152,10,20
4153,16,15
4154,13,16
4155,12,17
4156,10,20
4157,20,17
4158,4,16
4159,12,20
4160,14,17
4161,12,15
4162,13,15
4163,9,1
4164,17,16
4165,20,5
4166,5,9
4167,21,5
4168,2,13
4169,6,13
4170,16,6
4171,21,6
4172,6,20
4173,17,12
4174,11,13
4175,17,12
4176,14,1
4177,17,7
4178,4,20
4179,5,17
4180,13,12
4181,9,12
4182,16,21
4183,5,1
4184,5,16
4185,5,13
4186,11,6
4187,18,8
4188,16,7
4189,6,0
4190,5,16
4191,4,6
4192,2,21
4193,5,7
4194,16,21
4195,10,11
4196,3,16
4197,9,7
4198,5,4
4199,13,17
4200,20,6
4201,2,19
4202,16,13
4203,3,1
4204,17,16
4205,12,5
4206,13,6
4207,12,20
4208,6,5
4209,21,5
4210,21,13
4211,17,12
4212,18,4
4213,15,10
4214,16,20
4215,8,5
4216,18,5
4217,2,6
4218,6,17
4219,6,12
4220,13,2
4221,16,2
4222,15,5
4223,11,20
4224,20,14
4225,5,12
4226,9,12
4227,18,16
4228,15,6
4229,6,18
4230,5,6
4231,6,12
4232,16,20
4233,14,12
4234,16,8
4235,5,16
4236,6,1
4237,5,16
4238,17,6
4239,13,11
4240,16,20
4241,11,12
4242,5,10
4243,16,2
4244,5,7
4245,20,8
4246,7,16
4247,2,6
4248,20,9
4249,17,15
4250,13,6
4251,15,4
4252,12,17
4253,3,20
4254,11,12
4255,20,12
4256,19,18
4257,13,5
4258,17,5
4259,20,15
4260,16,8
4261,16,10
4262,2,9
4263,20,1
4264,20,7
4265,16,2
4266,7,12
4267,9,16
4268,17,13
4269,16,6
4270,12,18
4271,13,10
4272,0,20
4273,2,16
4274,15,6
4275,9,20
4276,15,2
4277,16,11
4278,16,6
4279,12,9
4280,16,15
4281,7,16
4282,4,1
4283,17,14
4284,1,5
4285,11,4
4286,6,5
4287,17,1
4288,16,20
4289,6,17
4290,2,20
4291,20,12
4292,16,20
4293,20,13
4294,12,20
4295,12,20
4296,4,6
4297,21,13
4298,6,12
4299,16,17
4300,17,21
4301,16,11
4302,9,15
4303,12,17
4304,10,13
4305,16,20
4306,2,9
4307,7,3
4308,16,2
4309,12,3
4310,16,18
4311,21,8
4312,12,4
4313,4,13
4314,16,9
4315,2,20
4316,15,5
4317,17,6
4318,18,15
4319,15,17
4320,21,13
4321,17,5
4322,16,21
4323,4,16
4324,17,15
4325,12,20
4326,8,15
4327,20,16
4328,3,15
4329,1,17
4330,13,21
4331,11,6
4332,4,1
4333,20,11
4334,11,5
4335,5,6
4336,15,5
4337,12,1
4338,11,15
4339,4,6
4340,20,6
4341,11,9
4342,13,15
4343,5,12
4344,11,3
4345,20,18
4346,16,8
4347,12,16
4348,16,17
4349,8,17
4350,21,10
4351,8,16
4352,12,19
4353,16,17
4354,4,11
4355,16,3
4356,17,1
4357,6,9
4358,21,2
4359,11,10
4360,15,2
4361,16,1
4362,15,16
4363,17,16
4364,5,12
4365,4,17
4366,15,2
4367,10,12
4368,12,13
4369,16,4
4370,4,15
4371,12,2
4372,13,14
4373,17,16
4374,12,4
4375,20,5
4376,16,4
4377,4,18
4378,10,16
4379,20,15
4380,20,19
4381,6,20
4382,13,12
4383,5,14
4384,19,5
4385,13,16
4386,4,20
4387,4,15
4388,15,13
4389,12,4
4390,8,16
4391,5,17
4392,12,16
4393,6,12
4394,6,5
4395,16,17
4396,4,9
4397,8,1
4398,15,20
4399,16,5
4400,17,4
4401,5,12
4402,5,13
4403,6,2
4404,6,21
4405,7,8
4406,2,12
4407,17,13
4408,21,13
4409,17,5
4410,17,2
4411,16,15
4412,17,2
4413,4,7
4414,12,7
4415,12,17
4416,4,6
4417,18,16
4418,9,13
4419,4,2
4420,5,6
4421,20,4
4422,16,1
4423,21,11
4424,16,7
4425,12,2
4426,6,12
4427,5,15
4428,7,12
4429,16,13
4430,17,20
4431,3,5
4432,20,12
4433,9,8
4434,17,11
4435,5,15
4436,11,4
4437,5,17
4438,7,5
4439,20,12
4440,14,2
4441,20,10
4442,21,20
4443,5,20
4444,10,15
4445,12,4
4446,11,4
4447,20,3
4448,17,20
4449,12,20
4450,6,15
4451,13,12
4452,18,12
4453,16,13
4454,12,4
4455,4,16
4456,6,20
4457,17,13
4458,16,9
4459,12,6
4460,12,17
4461,6,19
4462,8,9
4463,17,4
4464,13,7
4465,16,6
4466,7,20
4467,17,20
4468,16,17
4469,10,2
4470,6,12
4471,16,17
4472,4,16
4473,13,11
4474,6,13
4475,9,16
4476,18,17
4477,1,2
4478,5,3
4479,12,15
4480,4,20
4481,13,15
4482,20,1
4483,12,17
4484,4,15
4485,14,1
4486,6,13
4487,20,0
4488,8,20
4489,4,13
4490,15,12
4491,5,17
4492,13,12
4493,16,5
4494,20,5
4495,1,10
4496,11,16
4497,15,16
4498,12,1
4499,2,11
4500,18,11
4501,16,7
4502,2,17
4503,16,10
4504,16,5
4505,17,4
4506,17,10
4507,17,4
4508,12,5
4509,18,13
4510,16,18
4511,15,6
4512,13,5
4513,6,13
4514,20,4
4515,0,16
4516,2,20
4517,2,12
4518,1,6
4519,16,13
4520,16,6
4521,16,17
4522,18,16
4523,4,6
4524,6,1
4525,11,4
4526,4,16
4527,12,16
4528,2,5
4529,9,17
4530,10,6
4531,11,6
4532,4,17
4533,6,15
4534,16,18
4535,15,17
4536,6,13
4537,20,2
4538,11,18
4539,18,4
4540,16,20
4541,6,13
4542,4,18
4543,17,4
4544,13,2
4545,17,10
4546,10,15
4547,0,10
4548,2,17
4549,7,12
4550,16,3
4551,13,12
4552,17,12
4553,11,17
4554,12,1
4555,16,9
4556,13,12
4557,18,12
4558,16,13
4559,15,4
4560,16,17
4561,16,14
4562,17,2
4563,16,15
4564,7,16
4565,18,17
4566,12,10
4567,2,13
4568,5,16
4569,18,5
4570,5,10
4571,16,17
4572,16,18
4573,12,16
4574,12,6
4575,9,3
4576,15,16
4577,12,13
4578,5,16
4579,16,20
4580,16,7
4581,20,15
4582,13,20
4583,21,4
4584,5,12
4585,4,12
4586,2,18
4587,17,8
4588,8,6
4589,5,15
4590,1,15
4591,17,4
4592,15,4
4593,6,13
4594,7,20
4595,18,17
4596,1,2
4597,4,17
4598,16,12
4599,4,14
4600,11,6
4601,20,15
4602,20,17
4603,2,7
4604,7,20
4605,15,0
4606,16,12
4607,18,15
4608,13,5
4609,21,20
4610,16,18
4611,4,5
4612,6,2
4613,11,16
4614,20,7
4615,4,16
4616,15,16
4617,17,7
4618,6,16
4619,12,5
4620,5,16
4621,6,17
4622,12,20
4623,8,16
4624,17,19
4625,2,16
4626,16,18
4627,5,18
4628,14,4
4629,5,15
4630,20,13
4631,4,5
4632,1,5
4633,4,6
4634,7,5
4635,20,5
4636,12,20
4637,1,21
4638,5,20
4639,13,16
4640,4,5
4641,6,2
4642,4,7
4643,6,16
4644,10,11
4645,20,17
4646,10,1
4647,16,6
4648,12,20
4649,8,15
4650,7,16
4651,12,21
4652,20,18
4653,12,6
4654,9,2
4655,2,7
4656,1,5
4657,11,16
4658,21,17
4659,18,20
4660,13,12
4661,9,12
4662,16,9
4663,17,16
4664,11,6
4665,4,16
4666,8,21
4667,17,6
4668,20,15
4669,16,4
4670,17,12
4671,17,13
4672,13,2
4673,12,17
4674,2,6
4675,1,12
4676,15,20
4677,6,0
4678,5,2
4679,17,12
4680,1,17
4681,6,12
4682,4,1
4683,5,6
4684,16,15
4685,15,4
4686,11,4
4687,16,10
4688,20,6
4689,17,20
4690,11,13
4691,16,1
4692,12,14
4693,17,1
4694,10,20
4695,6,15
4696,16,6
4697,6,10
4698,4,5
4699,1,16
4700,5,20
4701,12,17
4702,5,4
4703,20,17
4704,18,20
4705,5,20
4706,17,20
4707,5,16
4708,9,6
4709,12,10
4710,11,6
4711,16,14
4712,16,4
4713,6,11
4714,3,13
4715,5,20
4716,18,17
4717,11,12
4718,13,20
4719,5,4
4720,5,16
4721,1,2
4722,17,15
4723,5,16
4724,17,12
4725,20,2
4726,12,16
4727,20,6
4728,17,15
4729,6,17
4730,21,2
4731,12,5
4732,16,17
4733,2,5
4734,17,15
4735,12,20
4736,0,6
4737,6,20
4738,4,1
4739,16,4
4740,14,17
4741,16,5
4742,8,13
4743,1,17
4744,15,6
4745,15,6
4746,3,17
4747,5,6
4748,1,6
4749,6,17
4750,12,13
4751,12,4
4752,13,8
4753,12,13
4754,8,5
4755,15,12
4756,6,5
4757,12,16
4758,4,9
4759,15,5
4760,5,21
4761,5,16
4762,3,5
4763,2,4
4764,8,6
4765,1,5
4766,20,5
4767,15,14
4768,4,1
4769,16,6
4770,8,13
4771,3,1
4772,5,1
4773,4,1
4774,18,20
4775,13,5
4776,13,2
4777,19,6
4778,4,7
4779,20,4
4780,5,6
4781,12,5
4782,5,20
4783,17,15
4784,5,17
4785,20,12
4786,20,17
4787,5,4
4788,6,7
4789,7,16
4790,0,2
4791,21,16
4792,20,17
4793,16,15
4794,18,17
4795,9,20
4796,20,1
4797,8,16
4798,7,2
4799,12,20
4800,20,15
4801,11,20
4802,17,11
4803,17,4
4804,11,1
4805,4,8
4806,17,8
4807,12,20
4808,7,6
4809,17,15
4810,16,15
4811,15,20
4812,6,10
4813,6,16
4814,1,5
4815,3,6
4816,14,16
4817,17,2
4818,20,15
4819,5,21
4820,5,16
4821,17,6
4822,15,11
4823,21,14
4824,3,8
4825,16,7
4826,11,17
4827,15,16
4828,17,16
4829,15,3
4830,6,17
4831,12,17
4832,16,0
4833,16,5
4834,20,17
4835,5,16
4836,21,5
4837,16,5
4838,6,16
4839,16,17
4840,1,6
4841,6,8
4842,6,17
4843,16,11
4844,20,18
4845,12,16
4846,5,12
4847,6,21
4848,18,4
4849,5,16
4850,2,21
4851,11,4
4852,20,2
4853,12,16
4854,5,4
4855,12,13
4856,2,12
4857,4,7
4858,4,16
4859,6,10
4860,13,6
4861,6,12
4862,16,12
4863,10,12
4864,18,5
4865,16,17
4866,20,12
4867,17,8
4868,20,17
4869,4,13
4870,20,7
4871,17,13
4872,13,10
4873,14,20
4874,10,6
4875,6,2
4876,17,20
4877,20,17
4878,16,11
4879,2,8
4880,1,12
4881,17,20
4882,6,14
4883,6,18
4884,20,12
4885,7,16
4886,5,11
4887,6,17
4888,21,6
4889,15,20
4890,6,8
4891,16,2
4892,15,20
4893,18,15
4894,1,17
4895,7,6
4896,4,12
4897,8,6
4898,18,12
4899,5,15
4900,3,16
4901,20,3
4902,2,17
4903,5,9
4904,11,4
4905,5,4
4906,5,12
4907,4,20
4908,16,5
4909,5,12
4910,17,4
4911,3,4
4912,8,2
4913,5,18
4914,11,13
4915,21,16
4916,7,11
4917,20,5
4918,12,4
4919,6,17
4920,21,1
4921,15,12
4922,6,11
4923,16,13
4924,12,8
4925,5,16
4926,11,15
4927,4,5
4928,16,2
4929,16,17
4930,8,17
4931,12,16
4932,9,18
4933,11,1
4934,16,15
4935,17,20
4936,20,5
4937,4,18
4938,8,6
4939,13,20
4940,17,15
4941,20,11
4942,10,16
4943,8,16
4944,17,16
4945,6,5
4946,16,1
4947,2,13
4948,0,18
4949,13,9
4950,6,12
4951,6,13
4952,3,12
4953,20,18
4954,4,14
4955,13,11
4956,5,4
4957,11,16
4958,16,13
4959,7,12
4960,15,12
4961,16,15
4962,12,5
4963,7,2
4964,1,15
4965,2,18
4966,5,4
4967,6,12
4968,11,17
4969,20,1
4970,6,10
4971,13,16
4972,5,4
4973,6,12
4974,5,8
4975,17,3
4976,12,18
4977,13,4
4978,15,11
4979,5,16
4980,4,6
4981,4,5
4982,15,16
4983,0,17
4984,11,12
4985,15,9
4986,10,17
4987,5,12
4988,13,6
4989,1,13
4990,20,13
4991,17,5
4992,16,12
4993,20,15
4994,20,16
4995,12,16
4996,5,8
4997,4,17
4998,6,3
4999,5,16
5000,15,4
5001,17,14
5002,5,7
5003,5,16
5004,15,16
5005,12,16
5006,5,12
5007,5,16
5008,6,16
5009,2,16
5010,17,15
5011,4,12
5012,18,15
5013,13,4
5014,6,16
5015,5,12
5016,12,16
5017,5,2
5018,12,16
5019,5,12
5020,18,17
5021,12,17
5022,10,5
5023,20,17
5024,16,20
5025,4,20
5026,12,16
5027,20,18
5028,12,17
5029,13,16
5030,12,15
5031,13,7
5032,11,6
5033,5,17
5034,8,5
5035,7,3
5036,2,5
5037,5,4
5038,4,16
5039,20,5
5040,7,20
5041,13,16
5042,13,21
5043,5,13
5044,15,20
5045,12,15
5046,6,14
5047,16,13
5048,5,20
5049,16,2
5050,10,4
5051,1,20
5052,8,21
5053,6,13
5054,16,20
5055,10,18
5056,5,16
5057,16,6
5058,12,15
5059,17,13
5060,6,11
5061,12,14
5062,9,17
5063,17,12
5064,12,17
5065,6,4
5066,2,12
5067,11,18
5068,1,5
5069,16,9
5070,14,2
5071,3,21
5072,20,8
5073,1,13
5074,3,20
5075,17,11
5076,12,11
5077,14,13
5078,2,20
5079,4,18
5080,17,13
5081,6,2
5082,3,1
5083,4,16
5084,18,5
5085,2,10
5086,4,8
5087,9,20
5088,17,4
5089,0,16
5090,4,17
5091,17,6
5092,20,13
5093,1,16
5094,15,2
5095,6,16
5096,20,2
5097,12,17
5098,5,18
5099,6,21
5100,11,17
5101,3,11
5102,7,16
5103,6,13
5104,2,12
5105,13,2
5106,16,12
5107,12,5
5108,17,20
5109,12,15
5110,16,13
5111,3,1
5112,17,18
5113,12,4
5114,2,6
5115,17,6
5116,16,13
5117,20,4
5118,2,5
5119,14,17
5120,5,7
5121,5,15
5122,12,16
5123,6,16
5124,6,2
5125,5,20
5126,20,11
5127,2,7
5128,15,6
5129,16,6
5130,5,12
5131,16,6
5132,6,10
5133,12,18
5134,12,4
5135,11,17
5136,20,17
5137,16,20
5138,5,12
5139,17,16
5140,15,6
5141,20,6
5142,5,16
5143,20,12
5144,5,11
5145,17,2
5146,16,1
5147,4,2
5148,15,6
5149,2,12
5150,4,12
5151,17,6
5152,4,16
5153,2,16
5154,21,13
5155,12,14
5156,16,15
5157,13,2
5158,20,15
5159,7,5
5160,12,4
5161,13,20
5162,2,12
5163,16,13
5164,5,9
5165,12,15
5166,12,10
5167,2,1
5168,20,5
5169,12,16
5170,16,5
5171,11,1
5172,20,6
5173,5,12
5174,20,5
5175,17,13
5176,7,12
5177,6,20
5178,20,11
5179,16,17
5180,5,20
5181,15,4
5182,7,17
5183,16,6
5184,5,18
5185,10,6
5186,18,16
5187,0,18
5188,17,9
5189,6,12
5190,12,16
5191,21,17
5192,5,4
5193,16,9
5194,4,9
5195,12,7
5196,15,5
5197,12,15
5198,17,11
5199,9,6
5200,13,3
5201,10,2
5202,20,4
5203,13,20
5204,20,16
5205,16,20
5206,12,9
5207,21,5
5208,17,5
5209,13,11
5210,11,3
5211,5,16
5212,6,20
5213,2,10
5214,20,5
5215,5,7
5216,21,3
5217,1,12
5218,18,20
5219,16,5
5220,5,17
5221,11,18
5222,17,5
5223,4,12
5224,5,13
5225,14,1
5226,20,7
5227,15,20
5228,5,2
5229,16,5
5230,13,15
5231,11,8
5232,17,12
5233,16,6
5234,17,20
5235,20,4
5236,5,16
5237,3,5
5238,20,5
5239,6,11
5240,17,7
5241,16,5
5242,11,4
5243,5,10
5244,10,16
5245,2,12
5246,21,17
5247,10,21
5248,16,1
5249,16,6
5250,20,16
5251,9,12
5252,5,20
5253,11,16
5254,11,4
5255,1,16
5256,5,7
5257,7,8
5258,7,12
5259,8,20
5260,1,4
5261,5,20
5262,18,2
5263,17,6
5264,5,6
5265,16,17
5266,4,6
5267,16,3
5268,16,6
5269,4,16
5270,9,20
5271,6,2
5272,20,3
5273,5,9
5274,2,6
5275,12,5
5276,18,21
5277,16,15
5278,11,13
5279,5,17
5280,12,2
5281,11,16
5282,20,12
5283,20,5
5284,17,5
5285,12,5
5286,21,1
5287,12,7
5288,16,6
5289,5,6
5290,16,3
5291,6,17
5292,16,3
5293,16,20
5294,15,16
5295,6,12
5296,13,16
5297,6,5
5298,13,17
5299,13,20
5300,1,13
5301,1,20
5302,5,16
5303,4,17
5304,12,20
5305,5,16
5306,17,15
5307,6,9
5308,11,20
5309,13,21
5310,4,14
5311,12,16
5312,13,12
5313,18,11
5314,13,16
5315,5,18
5316,20,1
5317,8,16
5318,1,15
5319,11,6
5320,16,17
5321,16,11
5322,9,4
5323,13,12
5324,1,16
5325,17,5
5326,16,6
5327,20,2
5328,17,5
5329,6,5
5330,4,15
5331,5,20
5332,5,17
5333,3,18
5334,4,12
5335,13,8
5336,15,13
5337,15,12
5338,5,17
5339,9,15
5340,8,1
5341,19,6
5342,6,17
5343,20,17
5344,3,13
5345,1,6
5346,16,17
5347,10,15
5348,20,17
5349,12,2
5350,6,12
5351,10,17
5352,20,6
5353,15,8
5354,18,5
5355,20,17
5356,20,7
5357,17,11
5358,2,5
5359,6,4
5360,16,6
5361,16,20
5362,20,5
5363,11,6
5364,11,5
5365,20,2
5366,20,18
5367,6,0
5368,4,5
5369,7,6
5370,13,4
5371,17,16
5372,2,20
5373,14,20
5374,17,8
5375,12,2
5376,5,16
5377,6,15
5378,11,6
5379,7,13
5380,6,16
5381,6,2
5382,6,4
5383,11,16
5384,3,13
5385,6,20
5386,2,6
5387,16,12
5388,1,16
5389,12,1
5390,12,15
5391,6,20
5392,12,20
5393,11,2
5394,7,5
5395,1,4
5396,7,17
5397,12,2
5398,6,12
5399,16,13
5400,16,1
5401,17,4
5402,5,13
5403,13,12
5404,11,12
5405,16,10
5406,10,1
5407,4,9
5408,15,12
5409,15,6
5410,15,5
5411,20,16
5412,6,19
5413,12,13
5414,0,9
5415,4,21
5416,17,16
5417,16,12
5418,21,6
5419,20,9
5420,16,2
5421,18,10
5422,17,9
5423,12,3
5424,5,6
5425,5,12
5426,16,13
5427,12,6
5428,17,3
5429,3,4
5430,12,7
5431,19,18
5432,6,12
5433,14,16
5434,17,12
5435,13,20
5436,13,6
5437,6,5
5438,16,18
5439,13,12
5440,7,13
5441,6,5
5442,5,20
5443,11,6
5444,16,12
5445,9,16
5446,3,1
5447,20,5
5448,16,11
5449,12,13
5450,6,5
5451,5,4
5452,6,20
5453,11,6
5454,8,5
5455,16,6
5456,2,18
5457,12,11
5458,1,5
5459,21,17
5460,12,13
5461,7,12
5462,5,6
5463,16,17
5464,3,13
5465,20,15
5466,17,15
5467,12,10
5468,16,4
5469,6,2
5470,16,13
5471,4,18
5472,3,13
5473,17,20
5474,15,17
5475,4,16
5476,14,16
5477,17,21
5478,12,14
5479,16,11
5480,3,12
5481,4,11
5482,20,10
5483,19,12
5484,20,6
5485,6,17
5486,17,16
5487,6,2
5488,5,15
5489,6,4
5490,16,5
5491,16,13
5492,16,5
5493,16,2
5494,16,12
5495,12,8
5496,12,21
5497,17,8
5498,2,12
5499,18,6
5500,8,11
5501,15,20
5502,20,5
5503,13,17
5504,18,13
5505,7,17
5506,20,8
5507,12,6
5508,16,15
5509,17,2
5510,5,12
5511,1,20
5512,16,11
5513,13,8
5514,20,16
5515,2,6
5516,4,6
5517,5,8
5518,12,13
5519,14,6
5520,2,16
5521,6,17
5522,18,20
5523,12,2
5524,15,16
5525,2,16
5526,4,17
5527,8,5
5528,5,7
5529,20,15
5530,21,13
5531,6,5
5532,16,13
5533,6,5
5534,5,3
5535,2,13
5536,12,5
5537,17,2
5538,17,14
5539,12,17
5540,4,15
5541,12,11
5542,9,12
5543,17,12
5544,14,13
5545,20,6
5546,1,5
5547,17,16
5548,5,16
5549,1,15
5550,16,18
5551,20,16
5552,17,15
5553,5,20
5554,5,12
5555,2,15
5556,16,13
5557,17,16
5558,15,16
5559,18,20
5560,3,5
5561,12,4
5562,13,1
5563,15,12
5564,20,5
5565,9,16
5566,8,9
5567,16,21
5568,6,12
5569,17,12
5570,1,17
5571,21,12
5572,17,6
5573,16,7
5574,6,17
5575,5,16
5576,12,20
5577,20,4
5578,17,5
5579,13,1
5580,8,11
5581,17,20
5582,4,17
5583,5,16
5584,15,20
5585,7,16
5586,8,6
5587,17,18
5588,16,4
5589,4,12
5590,5,16
5591,17,13
5592,17,12
5593,17,5
5594,5,4
5595,4,12
5596,9,8
5597,16,15
5598,6,21
5599,16,12
5600,15,20
5601,12,16
5602,5,4
5603,17,2
5604,2,21
5605,15,20
5606,14,15
5607,11,12
5608,20,11
5609,5,6
5610,4,11
5611,7,16
5612,16,6
5613,18,5
5614,6,16
5615,16,1
5616,11,13
5617,21,5
5618,16,4
5619,16,4
5620,16,17
5621,20,2
5622,16,20
5623,16,5
5624,5,21
5625,20,21
5626,6,2
5627,17,5
5628,16,20
5629,12,10
5630,1,13
5631,9,14
5632,13,15
5633,5,20
5634,15,7
5635,2,5
5636,2,17
5637,15,5
5638,15,20
5639,11,12
5640,13,16
5641,12,5
5642,8,12
5643,16,5
5644,16,6
5645,4,5
5646,6,18
5647,17,2
5648,20,21
5649,17,16
5650,4,21
5651,18,13
5652,6,4
5653,16,17
5654,20,15
5655,16,5
5656,4,20
5657,5,16
5658,5,13
5659,17,6
5660,18,10
5661,12,14
5662,10,13
5663,12,8
5664,5,4
5665,12,5
5666,20,3
5667,15,6
5668,20,15
5669,13,1
5670,4,3
5671,7,17
5672,13,15
5673,18,5
5674,17,1
5675,15,11
5676,17,18
5677,13,4
5678,12,15
5679,18,1
5680,12,20
5681,5,16
5682,5,16
5683,17,15
5684,6,3
5685,17,7
5686,5,3
5687,8,13
5688,12,16
5689,20,13
5690,7,5
5691,4,3
5692,17,11
5693,6,17
5694,5,8
5695,1,17
5696,10,0
5697,12,8
5698,6,5
5699,16,2
5700,6,14
5701,6,13
5702,16,12
5703,17,6
5704,19,5
5705,5,16
5706,12,5
5707,18,13
5708,5,11
5709,4,14
5710,6,10
5711,17,20
5712,2,5
5713,13,12
5714,8,5
5715,5,16
5716,4,13
5717,5,16
5718,15,4
5719,12,4
5720,6,5
5721,2,16
5722,10,12
5723,21,5
5724,16,11
5725,18,17
5726,13,17
5727,16,20
5728,17,1
5729,5,16
5730,16,18
5731,21,17
5732,17,7
5733,5,16
5734,18,20
5735,16,20
5736,16,12
5737,5,4
5738,20,10
5739,6,17
5740,15,6
5741,4,1
5742,17,12
5743,12,14
5744,17,5
5745,3,12
5746,16,7
5747,20,16
5748,16,6
5749,6,3
5750,20,8
5751,12,4
5752,20,5
5753,3,14
5754,12,6
5755,5,15
5756,17,6
5757,3,20
5758,5,12
5759,7,13
5760,13,15
5761,6,15
5762,15,12
5763,15,6
5764,17,20
5765,17,7
5766,16,7
5767,16,6
5768,16,11
5769,17,2
5770,15,16
5771,12,9
5772,11,21
5773,12,13
5774,5,6
5775,7,1
5776,5,9
5777,6,4
5778,16,20
5779,3,5
5780,6,5
5781,4,7
5782,13,9
5783,16,12
5784,16,1
5785,1,17
5786,14,16
5787,8,17
5788,16,8
5789,4,8
5790,16,11
5791,20,10
5792,20,9
5793,4,7
5794,2,18
5795,5,12
5796,15,20
5797,17,6
5798,6,12
5799,13,20
5800,15,12
5801,12,15
5802,12,1
5803,13,15
5804,17,20
5805,16,14
5806,20,16
5807,4,16
5808,13,18
5809,20,7
5810,16,4
5811,11,6
5812,20,4
5813,21,16
5814,5,3
5815,16,20
5816,12,7
5817,20,21
5818,4,20
5819,11,20
5820,6,21
5821,5,17
5822,17,19
5823,17,10
5824,12,5
5825,20,17
5826,13,11
5827,17,7
5828,8,16
5829,6,5
5830,16,3
5831,16,2
5832,10,0
5833,10,4
5834,16,18
5835,16,12
5836,21,6
5837,5,2
5838,17,4
5839,12,5
5840,20,12
5841,1,6
5842,20,21
5843,20,16
5844,16,13
5845,5,6
5846,12,1
5847,1,20
5848,19,6
5849,12,20
5850,5,6
5851,18,11
5852,1,18
5853,20,7
5854,5,1
5855,17,15
5856,20,5
5857,16,11
5858,4,20
5859,16,5
5860,15,4
5861,13,12
5862,21,16
5863,20,2
5864,13,5
5865,3,20
5866,16,20
5867,1,21
5868,5,15
5869,6,5
5870,16,17
5871,5,12
5872,4,7
5873,12,15
5874,17,14
5875,1,6
5876,17,16
5877,12,15
5878,17,15
5879,15,11
5880,16,10
5881,20,2
5882,15,3
5883,5,16
5884,17,13
5885,16,17
5886,1,11
5887,16,19
5888,5,1
5889,11,17
5890,15,4
5891,13,10
5892,4,20
5893,5,6
5894,6,3
5895,14,16
5896,15,18
5897,16,5
5898,5,12
5899,11,2
5900,4,2
5901,13,2
5902,6,4
5903,16,6
5904,19,6
5905,18,5
5906,16,17
5907,1,17
5908,19,16
5909,2,4
5910,5,9
5911,16,6
5912,16,2
5913,2,4
5914,6,3
5915,16,3
5916,10,12
5917,16,5
5918,2,16
5919,1,20
5920,10,18
5921,7,20
5922,4,17
5923,18,5
5924,13,16
5925,21,2
5926,18,5
5927,10,16
5928,0,17
5929,18,5
5930,16,3
5931,2,13
5932,18,20
5933,13,10
5934,2,13
5935,2,13
5936,5,18
5937,16,3
5938,5,15
5939,20,5
5940,12,7
5941,8,12
5942,5,1
5943,1,12
5944,12,5
5945,7,13
5946,10,0
5947,5,17
5948,5,20
5949,13,17
5950,5,14
5951,12,17
5952,1,5
5953,5,16
5954,1,17
5955,4,5
5956,17,1
5957,5,4
5958,11,16
5959,4,5
5960,17,2
5961,6,4
5962,20,6
5963,5,12
5964,15,6
5965,16,17
5966,20,16
5967,17,18
5968,19,0
5969,9,5
5970,20,17
5971,4,12
5972,21,12
5973,13,12
5974,8,20
5975,15,4
5976,5,6
5977,2,13
5978,20,5
5979,4,20
5980,13,16
5981,20,4
5982,11,13
5983,5,6
5984,2,7
5985,5,1
5986,2,5
5987,18,12
5988,6,12
5989,3,16
5990,1,16
5991,2,20
5992,13,12
5993,12,16
5994,11,4
5995,2,8
5996,11,17
5997,20,13
5998,2,15
5999,10,2
6000,15,12
6001,16,3
6002,12,4
6003,20,3
6004,12,15
6005,6,8
6006,8,20
6007,17,20
6008,2,4
6009,17,16
6010,19,10
6011,5,16
6012,7,20
6013,17,6
6014,12,5
6015,9,8
6016,18,16
6017,17,13
6018,17,15
6019,18,16
6020,5,17
6021,15,20
6022,20,2
6023,6,11
6024,17,7
6025,10,16
6026,16,12
6027,13,12
6028,6,11
6029,17,16
6030,12,16
6031,4,12
6032,13,16
6033,7,13
6034,16,12
6035,6,16
6036,16,7
6037,21,17
6038,4,12
6039,17,11
6040,20,13
6041,19,16
6042,18,2
6043,16,9
6044,5,12
6045,4,6
6046,11,4
6047,17,7
6048,15,6
6049,15,3
6050,5,11
6051,10,12
6052,11,12
6053,5,16
6054,20,12
6055,17,12
6056,16,13
6057,11,13
6058,20,0
6059,20,5
6060,17,0
6061,17,15
6062,2,17
6063,16,8
6064,5,7
6065,3,0
6066,2,12
6067,5,17
6068,13,16
6069,5,2
6070,5,2
6071,6,5
6072,5,4
6073,6,20
6074,2,11
6075,2,7
6076,12,13
6077,12,8
6078,4,15
6079,17,12
6080,16,12
6081,5,2
6082,1,16
6083,16,11
6084,1,2
6085,16,2
6086,15,13
6087,5,13
6088,6,12
6089,5,16
6090,20,6
6091,17,5
6092,12,6
6093,16,20
6094,17,2
6095,16,5
6096,10,16
6097,5,9
6098,5,4
6099,16,3
6100,4,18
6101,15,6
6102,21,16
6103,12,6
6104,10,5
6105,16,2
6106,1,20
6107,18,4
6108,17,8
6109,3,6
6110,13,2
6111,6,10
6112,11,12
6113,7,12
6114,16,17
6115,14,3
6116,13,8
6117,5,20
6118,15,8
6119,18,20
6120,2,20
6121,6,4
6122,6,16
6123,10,18
6124,17,5
6125,8,16
6126,14,18
6127,6,17
6128,20,4
6129,13,20
6130,4,12
6131,1,4
6132,13,11
6133,7,4
6134,8,4
6135,16,6
6136,20,6
6137,17,18
6138,15,20
6139,17,16
